ID,session_type,type
222264688917667,bilendi,success
223572900835495,bilendi,success
224992915134472,bilendi,success
224806121400332,bilendi,success
197758979209259,bilendi,success
197758979209259,bilendi,success
224992915028167,bilendi,screen out
221706087892999,bilendi,success
197758979209259,bilendi,success
224992915443784,bilendi,screen out
225446868927547,bilendi,success
224992915443784,bilendi,screen out
221271476657183,bilendi,success
219231842736332,bilendi,success
225709875690700,bilendi,screen out
222442138763350,bilendi,success
225959429942301,bilendi,success
221003084503190,bilendi,screen out
221104111417380,bilendi,success
221896563672258,bilendi,success
221896563659924,bilendi,success
225608316824764,bilendi,screen out
225709875470561,bilendi,success
224299738720435,bilendi,success
225709875226689,bilendi,success
225709875182594,bilendi,success
224992914903179,bilendi,screen out
221807317356720,bilendi,screen out
